song_popularity,probability
0,0.5709686
0,0.62902766
0,0.54291135
0,0.64663446
0,0.5570777
0,0.56135964
0,0.6281806
0,0.5757617
0,0.71739614
0,0.54004204
0,0.628241
0,0.63804835
0,0.58486176
0,0.62227976
0,0.5827496
0,0.541884
0,0.5227425
0,0.6258783
0,0.6733537
0,0.5703733
0,0.644415
0,0.5543214
0,0.5963038
0,0.66274846
0,0.5611563
0,0.5640633
0,0.6699977
0,0.7158384
0,0.56419903
0,0.53902054
0,0.6790544
0,0.5429034
0,0.69313955
0,0.5781833
0,0.55913377
0,0.6667193
0,0.5852495
0,0.6146152
0,0.6615214
0,0.62707853
0,0.55937815
0,0.5054213
0,0.6365738
0,0.545424
0,0.5833326
0,0.59768623
0,0.6005156
0,0.6443291
0,0.5888733
0,0.520326
0,0.6661012
0,0.5955118
0,0.60736847
0,0.50369906
0,0.6276632
0,0.6045635
0,0.65512574
0,0.6285298
0,0.56810963
0,0.65584177
0,0.6256503
0,0.55220115
0,0.5448551
0,0.5113929
0,0.6851274
0,0.5388616
0,0.76319456
0,0.56358886
0,0.6976546
0,0.53975827
0,0.6969342
0,0.58354723
0,0.60132194
0,0.7559595
0,0.6851052
0,0.68025196
0,0.58546054
0,0.65269506
0,0.56176543
0,0.61882
0,0.5246811
0,0.64298254
0,0.5765993
0,0.5603407
0,0.57975817
0,0.53975827
0,0.5800772
0,0.6869856
0,0.6089166
0,0.5645026
0,0.69547975
0,0.54454666
0,0.6759049
0,0.5517976
0,0.56092966
0,0.66466594
0,0.62689245
0,0.70599806
0,0.5947858
0,0.59800893
0,0.520326
0,0.52635586
0,0.5825691
0,0.59049666
0,0.61080444
0,0.54168224
0,0.60769755
0,0.595734
0,0.54362524
0,0.7101934
0,0.6802025
0,0.60547584
0,0.55829066
0,0.7147401
0,0.6763144
0,0.60572004
0,0.54978526
0,0.67810035
0,0.5683139
0,0.5385933
0,0.63046783
0,0.70890415
0,0.6392062
0,0.5707315
0,0.7037006
0,0.74322987
0,0.6212383
0,0.6304951
0,0.74564624
0,0.6732321
0,0.7062348
0,0.7197027
0,0.6941749
1,0.5000877
0,0.58690816
0,0.63828474
0,0.6211556
0,0.591517
0,0.60510564
0,0.58811796
0,0.60238504
0,0.5688828
0,0.5661392
0,0.6107964
0,0.56518483
0,0.67615116
0,0.5884979
0,0.5803678
0,0.69249105
0,0.68432903
0,0.6749057
0,0.6456449
0,0.6861055
0,0.6261648
0,0.5639242
0,0.7070888
0,0.6414398
0,0.59401596
0,0.59791493
0,0.7471737
0,0.5481897
0,0.6543325
0,0.68008435
0,0.6373931
0,0.59401596
0,0.51975
0,0.64047486
0,0.55512106
0,0.5367503
0,0.5878793
0,0.65461695
0,0.5299858
0,0.60015315
0,0.56607306
0,0.6017968
0,0.6852436
0,0.5794033
0,0.66438675
0,0.558774
0,0.66860807
0,0.6752376
0,0.5584525
0,0.520326
0,0.61399066
0,0.6733909
0,0.645784
0,0.69127846
0,0.5925667
0,0.5869005
0,0.5843787
0,0.68069017
0,0.61786336
0,0.65166485
0,0.5418675
0,0.554695
0,0.57772917
0,0.59385395
0,0.5614799
0,0.67784524
1,0.52560693
0,0.55465156
0,0.67003626
0,0.63046783
0,0.5714745
0,0.57610106
0,0.6334229
0,0.6160981
0,0.6117132
0,0.5717149
0,0.6875547
0,0.52873915
0,0.5610819
0,0.55990267
0,0.573225
0,0.5598048
0,0.53956884
0,0.69540894
0,0.7029636
0,0.58452225
0,0.5608143
0,0.57293636
0,0.5311645
0,0.66119677
0,0.5714745
0,0.57383215
0,0.5331713
0,0.66908324
0,0.541994
1,0.50341773
0,0.5966336
0,0.57063746
0,0.6449411
0,0.7495352
0,0.5796131
0,0.58787143
0,0.6261774
0,0.64008534
0,0.64283895
0,0.60987025
0,0.5964678
1,0.50349313
0,0.54545915
0,0.5760226
0,0.6881
0,0.5426712
0,0.70725965
0,0.6600689
0,0.6136615
0,0.573225
0,0.56176543
0,0.6582614
0,0.582984
1,0.56943417
0,0.67978555
0,0.6287502
0,0.7661041
0,0.6566219
0,0.59762776
0,0.6274316
0,0.5985278
0,0.6478888
0,0.60232246
0,0.5532583
0,0.63548493
0,0.6543814
0,0.7021575
0,0.6460752
0,0.60040414
0,0.6780179
0,0.64759755
0,0.62904376
1,0.5544373
0,0.5906982
0,0.64165854
0,0.68248296
0,0.6972741
0,0.6009477
0,0.65964824
0,0.6185126
0,0.58147836
0,0.6250557
0,0.68579054
0,0.6435971
0,0.5800189
0,0.55465156
0,0.6312086
0,0.623445
0,0.6868994
0,0.7299012
0,0.5667689
0,0.68953145
0,0.5550807
0,0.7018335
0,0.6295999
0,0.62791884
0,0.52607644
0,0.5759871
0,0.63046783
0,0.6721757
0,0.54920036
0,0.6384167
0,0.5706841
0,0.56256896
0,0.75758505
0,0.7155745
0,0.5888983
0,0.55913377
0,0.5263589
0,0.6404325
0,0.68625003
0,0.70285606
0,0.6701219
0,0.5706841
0,0.6647394
0,0.63246715
0,0.6046032
0,0.6888851
0,0.6526519
1,0.55261576
0,0.7129822
0,0.54093456
0,0.6502301
0,0.5382457
0,0.65858173
0,0.6401633
0,0.54635143
0,0.6543325
0,0.6948271
0,0.62095004
0,0.5929154
0,0.57882833
0,0.5767621
0,0.50525343
0,0.6578687
0,0.61965084
0,0.5569154
0,0.6079023
0,0.60547584
0,0.6317493
0,0.5540219
0,0.63055015
0,0.5641477
0,0.5614799
0,0.5429034
0,0.59702075
0,0.7166801
0,0.5965947
0,0.5714745
0,0.5475772
0,0.53606004
0,0.5721695
0,0.64187694
0,0.58838797
0,0.5828413
0,0.65183353
0,0.59163916
0,0.5793817
0,0.6626431
0,0.5619027
0,0.5555128
0,0.684201
0,0.71743894
0,0.6692276
1,0.5414865
0,0.7201487
0,0.6289851
0,0.686285
0,0.5931119
0,0.6920695
0,0.5854831
0,0.5299858
0,0.58666015
0,0.6758127
0,0.6695679
0,0.6765206
0,0.6213107
0,0.6309177
0,0.52348673
0,0.6158465
0,0.60736847
0,0.58838797
0,0.59144735
0,0.5553517
0,0.64521366
0,0.6276634
0,0.6344603
0,0.5218377
0,0.63841546
0,0.62338036
0,0.58711493
0,0.6414964
0,0.5930758
0,0.6992214
0,0.5195025
0,0.624563
0,0.5429034
0,0.6086799
0,0.538422
0,0.64707124
0,0.6227598
0,0.54987407
0,0.6098883
0,0.510788
0,0.5858033
0,0.54665244
0,0.56176543
0,0.520326
0,0.6813565
0,0.5429034
0,0.5752542
0,0.590837
0,0.61462003
0,0.5614799
0,0.697823
0,0.7550949
0,0.5757818
0,0.5587245
0,0.5614753
0,0.5731058
0,0.59392023
0,0.61357915
0,0.5163397
0,0.55902284
0,0.66983706
0,0.6193903
1,0.52317464
0,0.6241226
0,0.5575563
0,0.63744384
0,0.5978435
0,0.55243564
0,0.56518483
0,0.62684566
0,0.5940703
0,0.554718
0,0.61159396
0,0.5731058
0,0.59175336
0,0.6764595
0,0.6588659
0,0.5790431
0,0.5559901
0,0.62773573
0,0.57129836
0,0.6731007
0,0.63316506
0,0.5218916
0,0.5666697
0,0.681419
0,0.7439157
0,0.63371
0,0.6193069
0,0.6199027
0,0.6257535
0,0.57109034
1,0.52560693
0,0.62396634
0,0.5608636
0,0.70319307
0,0.76608086
0,0.6765773
0,0.6632428
0,0.6193903
0,0.6542996
0,0.66410774
0,0.6399925
0,0.61710113
0,0.5835742
0,0.5895009
0,0.58594227
0,0.53916633
0,0.5804343
0,0.6632381
0,0.632818
0,0.6622669
1,0.5798402
0,0.63369745
0,0.60547584
0,0.62367404
0,0.67684746
0,0.54560924
0,0.5776129
0,0.56007886
0,0.7186564
0,0.5584873
0,0.70861495
0,0.52284265
0,0.6686367
0,0.5610956
0,0.55699134
0,0.6699357
0,0.64008594
0,0.6256933
0,0.57383084
0,0.71839917
0,0.6639061
0,0.6071714
0,0.678457
0,0.54336023
0,0.6065898
0,0.6089517
0,0.5515204
0,0.5502779
0,0.65004027
0,0.5453385
0,0.644534
0,0.6993078
0,0.6295087
1,0.50262773
0,0.5459164
0,0.73528266
0,0.5776208
0,0.66670096
0,0.57975817
0,0.5429034
0,0.59050107
0,0.58087015
0,0.67645955
0,0.57373834
0,0.5754683
0,0.64093673
0,0.65431535
0,0.75365275
0,0.5808623
0,0.5792994
0,0.6319904
0,0.63477504
0,0.5664153
0,0.65117
0,0.5848806
0,0.6588184
0,0.5821388
0,0.5435027
0,0.6256933
0,0.63074285
0,0.5554148
0,0.696941
0,0.5765832
0,0.53975827
0,0.57607687
1,0.5162121
0,0.6633686
0,0.55817795
0,0.6940835
0,0.64835995
0,0.6867926
0,0.6005593
0,0.7216915
0,0.5438913
0,0.5339993
0,0.6202916
0,0.66123414
0,0.65234816
0,0.6500284
0,0.5610819
0,0.61414266
0,0.6432032
1,0.5017369
0,0.61375904
0,0.7272093
0,0.60141975
0,0.5961766
0,0.6071255
0,0.60297525
0,0.59113157
0,0.63128185
0,0.54987407
0,0.58774644
0,0.50176156
1,0.518429
0,0.582387
0,0.6835433
0,0.50867003
0,0.6008917
0,0.56151855
0,0.54298747
0,0.7269145
0,0.64105296
0,0.6282648
0,0.6005609
0,0.5129708
0,0.7834017
0,0.6152204
0,0.5835163
0,0.5995822
0,0.5716531
0,0.612324
0,0.5776129
0,0.5728918
0,0.6487889
0,0.5463703
0,0.6791464
0,0.5339993
0,0.65919876
0,0.5488182
0,0.66036326
0,0.6830795
0,0.6412254
0,0.56518483
0,0.6513897
0,0.5412369
0,0.6885166
0,0.5195025
0,0.59109044
0,0.72511864
0,0.520326
0,0.73139703
0,0.66536975
0,0.70541
0,0.6051603
0,0.5355917
0,0.6932992
0,0.5698946
0,0.54404557
0,0.6716664
0,0.5652368
0,0.56378114
0,0.5945725
0,0.68714035
0,0.66662705
0,0.670774
0,0.6064591
0,0.6256933
0,0.6343439
0,0.66579473
0,0.7325543
0,0.6125798
0,0.65549
0,0.5861558
0,0.6430846
0,0.7015511
0,0.60617304
0,0.65581447
0,0.66173935
0,0.6625395
0,0.5129708
0,0.7341145
0,0.68581
0,0.64986616
0,0.56256896
0,0.53329104
0,0.55937815
0,0.6103375
0,0.55606043
0,0.55902284
0,0.7155725
0,0.52910066
0,0.6204338
0,0.614238
0,0.6448668
0,0.5256869
0,0.59620386
0,0.62982595
0,0.63311654
0,0.69805545
0,0.55041444
0,0.6129904
0,0.6274793
0,0.5937731
0,0.64990544
0,0.62755406
0,0.53153074
0,0.5470582
0,0.75662875
0,0.54298943
0,0.5875813
0,0.5610819
0,0.63627964
0,0.57677424
0,0.59612924
0,0.5796244
0,0.6632397
0,0.5450879
0,0.6305579
0,0.6582805
0,0.66361284
0,0.58956695
0,0.5029987
0,0.55850077
0,0.68762517
0,0.5587344
0,0.650198
0,0.68451774
0,0.7351784
0,0.5300168
0,0.72744143
0,0.68348336
0,0.62273145
0,0.5865212
0,0.5418192
0,0.69001406
0,0.53209627
0,0.6183809
0,0.7026963
0,0.62173235
0,0.6920695
0,0.59657586
0,0.5978675
0,0.59807557
0,0.69231063
0,0.7700407
0,0.64430875
0,0.5995518
0,0.62482667
0,0.64709413
0,0.6519455
0,0.6655202
0,0.6003074
0,0.5713848
0,0.5532583
0,0.6443794
0,0.6375438
0,0.5810888
0,0.7109864
0,0.6308806
0,0.5339993
0,0.58787143
0,0.5688234
0,0.68017477
0,0.6127763
0,0.6565429
0,0.65449595
0,0.5857011
0,0.7132816
0,0.59924114
0,0.6927919
0,0.8274718
0,0.66600335
0,0.60886395
0,0.61677504
0,0.6266229
0,0.56810963
0,0.5986712
0,0.575243
0,0.7390511
0,0.60146874
0,0.5601147
0,0.56608725
0,0.62891996
0,0.57857907
0,0.57610273
0,0.5811149
0,0.6242245
0,0.5905645
0,0.67774314
0,0.56094
0,0.5379426
0,0.60502994
0,0.6786865
0,0.70054924
0,0.58977175
0,0.61351836
0,0.68556637
0,0.5803722
0,0.61351836
0,0.6466648
0,0.60510087
0,0.6348889
0,0.53059983
0,0.58928823
0,0.6670162
0,0.5429034
0,0.6712129
0,0.6869856
0,0.6688948
0,0.63150895
0,0.6694208
0,0.6499008
0,0.58337533
0,0.5120963
0,0.6302866
0,0.5978675
0,0.53209627
1,0.51173943
0,0.5644952
0,0.72187626
0,0.54163116
0,0.56469
0,0.6319995
0,0.5696814
0,0.6682687
0,0.56644845
0,0.6542979
0,0.7391332
0,0.58772343
0,0.61545706
0,0.59277534
0,0.54647094
0,0.6563418
0,0.6060276
0,0.55811775
0,0.5867328
0,0.6267657
0,0.65357774
0,0.6828744
0,0.6046346
0,0.57581013
0,0.5528796
0,0.6072836
0,0.7235128
0,0.71484375
0,0.5707315
0,0.55902576
1,0.5148912
0,0.681395
0,0.54636776
0,0.5719894
0,0.58787143
0,0.59370184
0,0.72451556
0,0.53975827
0,0.627743
0,0.5629374
0,0.6395628
0,0.60681736
0,0.5815732
0,0.65880275
0,0.5614799
0,0.65652925
0,0.6378343
0,0.5804343
0,0.57536054
0,0.5897913
0,0.6239381
0,0.5927043
0,0.6595918
0,0.66908324
0,0.6665894
0,0.63905525
0,0.6143186
0,0.6642041
0,0.5438969
0,0.6708152
0,0.56644845
0,0.5748706
0,0.6906364
0,0.69218737
0,0.57811546
0,0.5901565
0,0.7067247
0,0.572562
0,0.51951176
0,0.63809353
0,0.6444476
0,0.583231
0,0.5714745
0,0.60090566
0,0.5503875
0,0.562163
0,0.6457494
0,0.6656179
0,0.60736847
0,0.6680204
0,0.64543766
0,0.62273145
0,0.55902284
0,0.519649
0,0.6550667
0,0.58889014
0,0.5900566
0,0.51426625
0,0.71281004
0,0.60529256
0,0.59885156
0,0.6155542
0,0.6441075
0,0.61458975
0,0.5706841
1,0.52044135
0,0.64881474
0,0.705696
0,0.6158465
0,0.64669967
1,0.51290894
0,0.6165592
0,0.7074542
0,0.6150862
0,0.6622839
0,0.6470107
0,0.66612315
0,0.58945394
0,0.66710687
0,0.6453067
0,0.67783046
0,0.58772343
0,0.65765285
0,0.5853801
0,0.5451895
0,0.6290668
0,0.63675857
0,0.6060983
0,0.7727994
0,0.65855014
0,0.72747815
0,0.6442389
0,0.56803596
0,0.6715219
0,0.53902054
0,0.5703628
0,0.5850971
0,0.5039463
0,0.6592505
0,0.663248
0,0.6365135
0,0.6894933
0,0.5173538
0,0.55774426
0,0.5970478
0,0.6585908
0,0.73362684
0,0.55231565
0,0.66983706
0,0.563914
0,0.66943425
0,0.62176824
0,0.6150178
0,0.6385265
0,0.7101846
0,0.60942084
0,0.64589703
1,0.55261576
0,0.63716257
0,0.69738734
0,0.5610819
0,0.56518483
0,0.6193903
0,0.62093437
0,0.54092395
0,0.62522066
0,0.56176543
0,0.6266142
0,0.56267273
1,0.52560693
0,0.694827
0,0.6027045
0,0.66064745
0,0.7346178
0,0.5188756
0,0.6419386
0,0.7538622
0,0.54664373
0,0.6530044
0,0.602806
0,0.727816
0,0.6850885
0,0.7356286
0,0.6503187
0,0.56321645
0,0.5705741
1,0.5550489
0,0.6972741
0,0.6472534
0,0.5443518
0,0.5806087
0,0.5339885
0,0.6295813
0,0.62904376
0,0.64270544
0,0.55122644
0,0.5429034
0,0.560417
0,0.60538745
0,0.58772343
0,0.5299858
0,0.55817556
0,0.6190839
0,0.5388348
0,0.65357774
0,0.56518483
0,0.5629101
0,0.54874784
0,0.5408107
0,0.5195025
0,0.5601147
0,0.68859935
0,0.57729673
0,0.52221847
0,0.650949
0,0.67571557
0,0.6104804
0,0.5851729
0,0.72889924
0,0.5433208
0,0.6510707
0,0.57301086
0,0.71269596
0,0.56794643
0,0.7209091
0,0.56518483
0,0.5119407
0,0.61018413
0,0.56154096
0,0.6072929
0,0.5700038
0,0.6432032
0,0.6574699
0,0.54727787
1,0.51910734
0,0.6463104
0,0.64712745
0,0.5706861
0,0.68348336
0,0.50312155
0,0.6027252
0,0.71370584
0,0.56398976
0,0.5796131
0,0.63047826
0,0.5995437
0,0.5946971
0,0.660921
0,0.622566
0,0.56256896
0,0.6822983
0,0.5615475
0,0.7333813
0,0.5736582
0,0.5945604
0,0.56631756
0,0.714108
0,0.73314005
0,0.5312163
0,0.5512434
0,0.62263095
0,0.55729985
0,0.6554226
0,0.5794496
0,0.55656666
0,0.6541995
0,0.58582866
0,0.63313246
0,0.617911
0,0.63545936
0,0.66072357
0,0.5732547
0,0.6430234
0,0.64170295
0,0.6270751
0,0.5937084
0,0.6957796
0,0.61433315
0,0.68795645
0,0.58334625
0,0.6439362
0,0.52444756
0,0.50176156
1,0.51546174
0,0.75710505
0,0.60436046
0,0.55188274
0,0.5985048
0,0.57383215
0,0.6369568
0,0.5150534
0,0.5565061
0,0.78611225
0,0.6091883
0,0.70159304
0,0.69687206
0,0.6007974
0,0.6924454
0,0.65771216
0,0.5841633
0,0.6158465
0,0.6954223
0,0.59612924
0,0.59663224
0,0.7429855
0,0.67919195
0,0.6099074
0,0.6566219
0,0.75640845
0,0.61300325
0,0.6263306
0,0.54827636
0,0.63311654
0,0.56272244
